"","ONTOLOGY","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0070169","BP","GO:0070169","positive regulation of biomineral tissue development","9/1031","50/21306",0.00058673454989898,0.0150048732687401,0.0120798289685084,"Bmp7/Mef2c/Pkdcc/Cebpb/Gpm6b/Ccn1/Bmp2/Bmp4/Fzd9",9
"GO:0110151","BP","GO:0110151","positive regulation of biomineralization","9/1031","50/21306",0.00058673454989898,0.0150048732687401,0.0120798289685084,"Bmp7/Mef2c/Pkdcc/Cebpb/Gpm6b/Ccn1/Bmp2/Bmp4/Fzd9",9
"GO:0072073","BP","GO:0072073","kidney epithelium development","17/1031","144/21306",0.000608060795133257,0.0153992872243214,0.01239735601728,"Fgf2/Bmp7/Mef2c/Bdnf/Dchs1/Kank2/Cd44/Dll1/Hey1/Bmp2/Wnt7b/Rarb/Sfrp1/Lif/Pgf/Sox8/Bmp4",17
"GO:0072089","BP","GO:0072089","stem cell proliferation","17/1031","144/21306",0.000608060795133257,0.0153992872243214,0.01239735601728,"Kitl/Ncoa3/Numbl/Dagla/Ace/Bdnf/Nf2/Dct/Plxnb2/Pim1/Shb/Eif2ak2/Gja1/Bmp4/Zfp36l1/Fzd9/Sox2",17
"GO:0032331","BP","GO:0032331","negative regulation of chondrocyte differentiation","6/1031","23/21306",0.000627897709852431,0.0157487613091353,0.0126787037566356,"Rarg/Efemp1/Rflna/Wnt9a/Rarb/Bmp4",6
"GO:0042438","BP","GO:0042438","melanin biosynthetic process","6/1031","23/21306",0.000627897709852431,0.0157487613091353,0.0126787037566356,"Dct/Tyrp1/Slc7a11/Pmel/Tyr/Oca2",6
"GO:0048286","BP","GO:0048286","lung alveolus development","10/1031","61/21306",0.000641438801755723,0.0159387442690155,0.0128316515104208,"Ace/Pkdcc/Igfbp5/Stk40/Psen2/Pdpn/Slc7a11/Lif/Bmp4/Sox2",10
"GO:1901615","BP","GO:1901615","organic hydroxy compound metabolic process","41/1031","497/21306",0.000646578303277304,0.0159387442690155,0.0128316515104208,"Fgf2/Dhcr24/Ldha/Pnkd/Ldlr/Msmo1/Drd4/Stard4/Pnpo/Asah2/Sec14l2/Aldh1a1/Dct/Insig1/Rbp1/Plcd1/Sqle/Tyrp1/H6pd/Drd1/Nr4a2/Slco4a1/Mogat1/Idh2/Galk1/Npc1l1/Slc7a11/Ephx2/Pmel/Bmp2/Malrd1/Crym/Slc16a10/Dbh/Rpe65/Gk5/Tyr/Dhrs3/Oca2/Apoe/Pmp22",41
"GO:0042391","BP","GO:0042391","regulation of membrane potential","38/1031","450/21306",0.000649361255827787,0.0159387442690155,0.0128316515104208,"Cacna1g/Scn4a/Mllt11/Adrb1/Cnga1/Mef2c/Drd4/Myh14/Dbn1/Bdnf/Kcna2/Nlgn2/Adra1a/Kcnh5/Kcnip2/Nlgn1/Bnip3/Gabrb1/Kcnk13/Drd1/Rims4/Chrnb1/B2m/P2rx5/Asic1/Dcn/Kcnh3/Atp1b3/Ptpn3/Kcnd2/Gja1/Insyn1/Tspo/Begain/Kcnj2/Gabra5/Pmp22/Chrnb4",38
"GO:0010633","BP","GO:0010633","negative regulation of epithelial cell migration","11/1031","72/21306",0.000649790079588654,0.0159387442690155,0.0128316515104208,"Fgf2/Mef2c/Ptprr/Gadd45a/Apoh/Marveld3/Dnaja4/Dcn/Cd63/Adamts9/Apoe",11
"GO:0009582","BP","GO:0009582","detection of abiotic stimulus","16/1031","132/21306",0.000650748040885626,0.0159387442690155,0.0128316515104208,"Cngb1/Guca1b/Tulp1/Grk1/Sema5b/Gnat1/Serpine2/Ntrk1/Pde6b/Rho/Gnb1/Rs1/Rcvrn/Gucy2f/Rpe65/Sox2",16
"GO:0062012","BP","GO:0062012","regulation of small molecule metabolic process","32/1031","358/21306",0.000655145376563132,0.0159714646239713,0.0128579933717998,"Grb10/Ldlr/Soga1/Midn/Stard4/Sik1/Guca1b/Stat3/Sec14l2/Insig1/Plcd1/Mif/Foxo1/Nupr1/Pdk1/H6pd/Dbi/Zbtb20/Igfbp4/Ak4/Slc7a11/Nos1/Ephx2/Bmp2/Malrd1/Ptgs2/Ier3/Cd74/Anxa1/Acsl5/Apoe/Hpca",32
"GO:0002262","BP","GO:0002262","myeloid cell homeostasis","20/1031","185/21306",0.000664156480943385,0.016115834237589,0.0129742196277312,"Kitl/Stat1/Stat3/Cfh/B2m/Jak3/Cd44/Hmox1/L3mbtl3/Inhba/Exoc6/Tmod3/Zfp36/Slc7a11/Sox6/Ccl2/Anxa1/Bmp4/Zfp36l1/Axl",20
"GO:0099173","BP","GO:0099173","postsynapse organization","21/1031","199/21306",0.000678447839006463,0.0163863998893367,0.0131920413140146,"Lrrc4b/Dbn1/Etv5/Nlgn2/Gap43/Itga3/Kalrn/Nlgn1/Rph3a/Ngef/Arc/Chrnb1/Ndrg1/Abhd17c/Slc7a11/Xlr3b/Dgkb/Lrrtm1/Shisa6/Fzd9/Apoe",21
"GO:0022898","BP","GO:0022898","regulation of transmembrane transporter activity","26/1031","270/21306",0.000687295680595065,0.0165236016850897,0.0133024970437755,"Pde4d/Adrb1/Cbarp/Mef2c/Drd4/Gstm7/Nlgn2/Ahnak/Nlgn1/Rph3a/Arc/Fgf11/Stac/Pim1/Rapgef3/Atp1b3/Ptpn3/Shisa6/Gja1/Ccl2/Bmp4/Atp1a2/Slc9a3r1/Jsrp1/Ctss/Hpca",26
"GO:0002428","BP","GO:0002428","antigen processing and presentation of peptide antigen via MHC class Ib","7/1031","32/21306",0.000706842149615162,0.0168476027065798,0.0135633374291039,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/H2-M5",7
"GO:0009581","BP","GO:0009581","detection of external stimulus","16/1031","133/21306",0.000707231165946131,0.0168476027065798,0.0135633374291039,"Cngb1/Guca1b/Tulp1/Grk1/Sema5b/Gnat1/Serpine2/Ntrk1/Pde6b/Rho/Gnb1/Rs1/Rcvrn/Gucy2f/Rpe65/Sox2",16
"GO:0019233","BP","GO:0019233","sensory perception of pain","17/1031","146/21306",0.000712382269490321,0.0168780164854716,0.0135878223574814,"Adrb1/Ace/Kcna2/Nlgn2/Cacna1b/Cacna1e/Nmur2/Ntrk1/Mme/Nos1/Ephx2/Ptgs2/Kcnd2/Npy1r/Npvf/Ccl2/Ctss",17
"GO:0048511","BP","GO:0048511","rhythmic process","28/1031","300/21306",0.000714978271667476,0.0168780164854716,0.0135878223574814,"Adrb1/Per1/Drd4/Noct/Bdnf/Kcna2/Sik1/Mat2a/Nlgn1/Zfhx3/Drd1/Ntrk1/Enpp2/Pde6b/Inhba/Egr2/Zfp830/Klf10/Fbxl21/Ptx3/Tyro3/Adamts1/Adcy1/Kcnd2/Anxa1/Axl/Gpr157/Fbxl8",28
"GO:0045661","BP","GO:0045661","regulation of myoblast differentiation","10/1031","62/21306",0.00073215124410506,0.0172055542364689,0.0138515100236092,"Mkx/Mef2c/Zfhx3/Cxcl10/Dll1/Map3k5/Klhl41/Sox8/Bmp4/Zfp36l1",10
"GO:0034767","BP","GO:0034767","positive regulation of ion transmembrane transport","20/1031","187/21306",0.000760974730491119,0.017802713762207,0.014332259498039,"Adrb1/Drd4/Gstm7/Kcnip2/Dbi/Drd1/Arc/Cxcl10/Stac/Nos1/Rapgef3/Atp1b3/Thy1/Ccl2/Kcnj2/Bmp4/Acsl5/Slc9a3r1/F2rl3/Ctss",20
"GO:0045446","BP","GO:0045446","endothelial cell differentiation","14/1031","109/21306",0.000779735115193728,0.0181601700712754,0.0146200334098824,"Ccm2/Icam1/Cnmd/Pdpn/S1pr3/Tnfrsf1a/Dll1/Hey1/Ezr/Rapgef3/F11r/Wnt7b/Col24a1/Bmp4",14
"GO:0030501","BP","GO:0030501","positive regulation of bone mineralization","8/1031","42/21306",0.000795416396197671,0.0184430548398367,0.0148477727290232,"Bmp7/Mef2c/Pkdcc/Gpm6b/Ccn1/Bmp2/Bmp4/Fzd9",8
"GO:0003181","BP","GO:0003181","atrioventricular valve morphogenesis","6/1031","24/21306",0.000803202370580682,0.0185379265602589,0.0149241501922728,"Slit3/Dchs1/Sox4/Hey1/Ccn1/Bmp2",6
"GO:0001933","BP","GO:0001933","negative regulation of protein phosphorylation","36/1031","424/21306",0.000806614784201413,0.0185379265602589,0.0149241501922728,"Pde4d/Atf3/Spry4/Bmp7/Dusp3/Per1/Irf1/Nf2/Ptprr/Spred2/Foxo1/Dusp4/Ptprt/Niban1/Timp3/Spred3/Drd1/Psen2/Socs3/Dusp6/Gadd45a/Parp14/Ptprb/Taf7/Marveld3/Ezr/Nos1/Shb/Pycard/Sfrp1/Lif/Thy1/Bmp4/Slc9a3r1/Sema6a/Apoe",36
"GO:0045766","BP","GO:0045766","positive regulation of angiogenesis","20/1031","188/21306",0.000813784536323705,0.0186099477541222,0.0149821316019385,"Fgf2/Rhoj/Stat3/Vash2/F3/Ntrk1/Hmox1/Tnfrsf1a/Jcad/Dll1/Adm/Gab1/Rapgef3/Ptgs2/Adam12/Tlr3/Ptgis/Pgf/Anxa1/Ccbe1",20
"GO:0016525","BP","GO:0016525","negative regulation of angiogenesis","15/1031","122/21306",0.000816882889724742,0.0186099477541222,0.0149821316019385,"Stat1/E2f2/Cnmd/Cxcl10/Gadd45a/Apoh/Dcn/Col4a3/Stab1/Adamts1/Lif/Adamts9/Ccl2/Sema6a/Epha2",15
"GO:0007015","BP","GO:0007015","actin filament organization","37/1031","440/21306",0.000820532782449819,0.0186118240262639,0.014983642114301,"Triobp/Nrap/Pls1/Dbn1/Nf2/Efs/Rhobtb1/Tmsb10/Kank2/Rhobtb2/Gas7/Icam1/Mical2/Acta1/Synpo/Tpm4/Pls3/Rhobtb3/Marcksl1/Rflna/Tmod3/Sh3pxd2b/Ezr/Shroom2/Trf/Rapgef3/F11r/Cgnl1/Myo1d/Espn/Pycard/Ccn2/Pstpip2/Avil/Cracd/Arhgef10/Pdlim4",37
"GO:0045666","BP","GO:0045666","positive regulation of neuron differentiation","39/1031","472/21306",0.000840095761276013,0.0189730718033635,0.0152744683868366,"Bmp7/Mef2c/Numbl/Dbn1/Unc13a/Bdnf/Ndrg4/Etv5/Nlgn2/Itga3/Socs2/Mif/Adra2b/Rnf112/Kalrn/Nlgn1/L1cam/Ptprz1/Ptk7/Serpine2/Ntrk1/Plxnb2/Arsb/Neurod2/Nbl1/Dscam/Adamts1/Bmp2/Epha3/Xlr3b/Gpc2/Rarb/Foxo6/Lif/Dcx/Avil/Bmp4/Apoe/Sox2",39
"GO:0048841","BP","GO:0048841","regulation of axon extension involved in axon guidance","7/1031","33/21306",0.000860088037492482,0.0193408590155098,0.0155705592994329,"Sema4g/Sema5b/Slit1/Sema6c/Dscam/Sema3d/Sema6a",7
"GO:0045607","BP","GO:0045607","regulation of inner ear auditory receptor cell differentiation","4/1031","10/21306",0.000905270431148757,0.0199274086046543,0.0160427671342818,"Mycn/Dll1/Hey1/Mycl",4
"GO:0045631","BP","GO:0045631","regulation of mechanoreceptor differentiation","4/1031","10/21306",0.000905270431148757,0.0199274086046543,0.0160427671342818,"Mycn/Dll1/Hey1/Mycl",4
"GO:0060710","BP","GO:0060710","chorio-allantoic fusion","4/1031","10/21306",0.000905270431148757,0.0199274086046543,0.0160427671342818,"Bmp7/Ccn1/Wnt7b/Zfp36l1",4
"GO:1902033","BP","GO:1902033","regulation of hematopoietic stem cell proliferation","4/1031","10/21306",0.000905270431148757,0.0199274086046543,0.0160427671342818,"Kitl/Ace/Pim1/Eif2ak2",4
"GO:2000980","BP","GO:2000980","regulation of inner ear receptor cell differentiation","4/1031","10/21306",0.000905270431148757,0.0199274086046543,0.0160427671342818,"Mycn/Dll1/Hey1/Mycl",4
"GO:2001257","BP","GO:2001257","regulation of cation channel activity","19/1031","176/21306",0.000910542702881066,0.01995924907954,0.0160684006390776,"Pde4d/Adrb1/Cbarp/Mef2c/Drd4/Gstm7/Nlgn2/Ahnak/Nlgn1/Rph3a/Arc/Fgf11/Stac/Shisa6/Ccl2/Bmp4/Jsrp1/Ctss/Hpca",19
"GO:2001234","BP","GO:2001234","negative regulation of apoptotic signaling pathway","23/1031","232/21306",0.000921776892086513,0.020120962535629,0.0161985897354115,"Eya2/Wfs1/Bdnf/Mnt/Asah2/Unc5b/Nol3/Mif/Icam1/Nr4a2/Psen2/Cd44/Hmox1/Tnfrsf22/Meis3/Eya4/Cth/Ptgs2/Ier3/Bmf/Cd74/Bmp4/Ackr3",23
"GO:0008347","BP","GO:0008347","glial cell migration","10/1031","64/21306",0.000945355820696736,0.0205496721523953,0.0165437268621929,"Csf1/Efemp1/Ptprz1/Idh2/Vim/Gpr183/Dcx/Tspo/Ccl2/Pmp22",10
"GO:0031589","BP","GO:0031589","cell-substrate adhesion","31/1031","351/21306",0.000960360223044335,0.0206074331117628,0.0165902279220632,"Dusp3/Ttyh1/Triobp/Csf1/Dbn1/Spock1/Itga3/Onecut2/Ush2a/Parvb/L1cam/Ptprz1/Pdpn/Antxr1/Enpp2/Fbln2/Gpm6b/Ccn1/Cd63/Nid1/Tyro3/Mmp14/Epha3/Sfrp1/Ccn2/Adamts9/Thy1/Rpl29/Axl/Ajuba/Itgb7",31
"GO:0070167","BP","GO:0070167","regulation of biomineral tissue development","13/1031","99/21306",0.000962423905209507,0.0206074331117628,0.0165902279220632,"Bmp7/Mef2c/Pkdcc/Cebpb/Rflna/Gpm6b/Ddr2/Hey1/Ccn1/Bmp2/Gja1/Bmp4/Fzd9",13
"GO:0110149","BP","GO:0110149","regulation of biomineralization","13/1031","99/21306",0.000962423905209507,0.0206074331117628,0.0165902279220632,"Bmp7/Mef2c/Pkdcc/Cebpb/Rflna/Gpm6b/Ddr2/Hey1/Ccn1/Bmp2/Gja1/Bmp4/Fzd9",13
"GO:0072006","BP","GO:0072006","nephron development","17/1031","150/21306",0.000967557611725194,0.0206074331117628,0.0165902279220632,"Fgf2/Bmp7/Mef2c/Dchs1/Itga3/Cfh/Cd44/Dll1/Hey1/Col4a3/Nid1/Bmp2/Wnt7b/Lif/Pgf/Sox8/Bmp4",17
"GO:0002040","BP","GO:0002040","sprouting angiogenesis","15/1031","124/21306",0.000967763295453686,0.0206074331117628,0.0165902279220632,"Fgf2/Rhoj/E2f2/Hmox1/Jcad/Dll1/Ptgs2/Loxl2/Adamts9/Nr4a1/Pgf/Anxa1/Bmp4/Sema6a/Epha2",15
"GO:0051589","BP","GO:0051589","negative regulation of neurotransmitter transport","5/1031","17/21306",0.000998262676720016,0.0211704731075135,0.017043509114732,"Pnkd/Gpm6b/Asic1/Nos1/Htr6",5
"GO:0006582","BP","GO:0006582","melanin metabolic process","6/1031","25/21306",0.00101397479575078,0.0212463479483775,0.0171045929429146,"Dct/Tyrp1/Slc7a11/Pmel/Tyr/Oca2",6
"GO:0046426","BP","GO:0046426","negative regulation of receptor signaling pathway via JAK-STAT","6/1031","25/21306",0.00101397479575078,0.0212463479483775,0.0171045929429146,"Irf1/Nf2/Socs2/Bcl3/Socs3/Parp14",6
"GO:0032102","BP","GO:0032102","negative regulation of response to external stimulus","33/1031","383/21306",0.00102095364160162,0.0212463479483775,0.0171045929429146,"Fgf2/Ldlr/Dusp3/Dbn1/A2m/Uaca/Kank2/Mif/Sema4g/Sema5b/Serpine2/Slit1/Cd44/Tnfrsf1a/Socs3/Parp14/Sema6c/Apoh/Htra1/Nmi/Nbl1/Zfp36/Sema3d/Tyro3/Ier3/Pycard/Serping1/Gja1/Ptgis/Sema6a/Tap1/Apoe/Anxa5",33
"GO:0008630","BP","GO:0008630","intrinsic apoptotic signaling pathway in response to DNA damage","14/1031","112/21306",0.00102220305444561,0.0212463479483775,0.0171045929429146,"Nacc2/Uaca/Mif/Bcl3/Nupr1/Cd44/Hmox1/Tnfrsf1a/Steap3/Ier3/Pycard/Cd74/Ackr3/Epha2",14
"GO:0019882","BP","GO:0019882","antigen processing and presentation","14/1031","112/21306",0.00102220305444561,0.0212463479483775,0.0171045929429146,"H2-Q6/Icam1/Rab34/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/Pycard/Cd74/Hfe/Ctss/Tap1/H2-M5",14
"GO:0033032","BP","GO:0033032","regulation of myeloid cell apoptotic process","7/1031","34/21306",0.0010383726435393,0.0214930628646348,0.0173032133470321,"Kitl/Mef2c/Mif/Cd44/Apoh/Slc7a11/Anxa1",7
"GO:0051588","BP","GO:0051588","regulation of neurotransmitter transport","17/1031","151/21306",0.0010423126135236,0.0214930628646348,0.0173032133470321,"Pnkd/Mef2c/Drd4/Nat8l/Unc13a/Cacna1b/Adra1a/Grm7/Nlgn1/Vamp1/Drd1/Rims4/Gpm6b/Asic1/Nos1/Adcy1/Htr6",17
"GO:0006639","BP","GO:0006639","acylglycerol metabolic process","16/1031","138/21306",0.00105651411422677,0.021700134385516,0.0174699184242222,"Ldlr/Scd1/Dagla/Sik1/Dgkg/Insig1/Dbi/Mogat1/Apobec1/Apoh/Dgkb/Thrsp/Avil/Gk5/Acsl5/Apoe",16
"GO:0035914","BP","GO:0035914","skeletal muscle cell differentiation","12/1031","88/21306",0.00106597647355196,0.0218086245589043,0.0175572595643853,"Atf3/Mef2c/Asb2/Emd/Rbm24/Nupr1/Egr2/Maff/Klhl41/Nr4a1/Sox8/Megf10",12
"GO:2001236","BP","GO:2001236","regulation of extrinsic apoptotic signaling pathway","18/1031","165/21306",0.00108769952060098,0.0221661265584972,0.0178450702598597,"Atf3/Eya2/Unc5b/Nol3/Icam1/Timp3/Psen2/Jak3/Trps1/Hmox1/Tnfrsf22/Inhba/Eya4/Pycard/Sfrp1/Dbh/Bmp4/Acsl5",18
"GO:0010632","BP","GO:0010632","regulation of epithelial cell migration","23/1031","235/21306",0.00109652567240949,0.0221734821805888,0.0178509919797725,"Fgf2/Mef2c/Rhoj/Ptprr/Itga3/Enpp2/Hmox1/Gadd45a/Arsb/Apoh/Jcad/Marveld3/Dnaja4/Dcn/Cd63/Ptgs2/Adamts9/Anxa1/Ccbe1/Bmp4/Apoe/Epha2/Glipr2",23
"GO:0042462","BP","GO:0042462","eye photoreceptor cell development","8/1031","44/21306",0.00109656093590031,0.0221734821805888,0.0178509919797725,"Nrl/Tulp1/Cfh/Gnat1/Rp1/Mfrp/Nr2e3/Thy1",8
"GO:0002819","BP","GO:0002819","regulation of adaptive immune response","21/1031","207/21306",0.00112731725809394,0.0226200543672157,0.0182105095538252,"Irf1/Mef2c/H2-Q6/Nectin2/Mif/Arid5a/H2-Q4/H2-D1/Il33/H2-K1/B2m/Jak3/H2-Q7/Cd44/Pycard/Cd74/Hfe/Fzd5/Anxa1/Il4ra/H2-M5",21
"GO:0008217","BP","GO:0008217","regulation of blood pressure","21/1031","207/21306",0.00112731725809394,0.0226200543672157,0.0182105095538252,"Adrb1/Ace/Cacna1b/Adra1a/Mif/Acta2/Adra2b/Nav2/Hmox1/Col1a2/Dll1/Adm/Nos1/F11r/Ephx2/Ptgs2/Ier3/Slc4a5/Npy1r/Gja1/Atp1a2",21
"GO:2000181","BP","GO:2000181","negative regulation of blood vessel morphogenesis","15/1031","126/21306",0.00114153717082305,0.022817622299555,0.0183695636684169,"Stat1/E2f2/Cnmd/Cxcl10/Gadd45a/Apoh/Dcn/Col4a3/Stab1/Adamts1/Lif/Adamts9/Ccl2/Sema6a/Epha2",15
"GO:0042490","BP","GO:0042490","mechanoreceptor differentiation","12/1031","89/21306",0.00117893630093028,0.0234752316105086,0.0188989788698747,"Triobp/Mycn/Bdnf/Ush2a/Ntrk1/Fzd2/Dll1/Hey1/Mycl/Bmp4/Gabra5/Slc9a3r1",12
"GO:1904018","BP","GO:1904018","positive regulation of vasculature development","21/1031","208/21306",0.00119823570182118,0.0236191200073161,0.0190148177172182,"Fgf2/Rhoj/Stat3/Vash2/F3/Ntrk1/Hmox1/Tnfrsf1a/Jcad/Dll1/Adm/Gab1/Rapgef3/Cth/Ptgs2/Adam12/Tlr3/Ptgis/Pgf/Anxa1/Ccbe1",21
"GO:0010712","BP","GO:0010712","regulation of collagen metabolic process","9/1031","55/21306",0.00119974445120544,0.0236191200073161,0.0190148177172182,"Mkx/Cyp2j6/Vim/Rapgef3/Ccn2/Larp6/Ccl2/Bmp4/Mfap4",9
"GO:0050922","BP","GO:0050922","negative regulation of chemotaxis","9/1031","55/21306",0.00119974445120544,0.0236191200073161,0.0190148177172182,"Dusp3/Mif/Sema4g/Sema5b/Slit1/Sema6c/Nbl1/Sema3d/Sema6a",9
"GO:1905330","BP","GO:1905330","regulation of morphogenesis of an epithelium","14/1031","114/21306",0.00121674836818111,0.023863820439101,0.0192118163397017,"Bmp7/Etv5/Rxra/Ptk7/Cdh1/Fzd2/Cxcl10/Wnt7b/Sfrp1/Lif/Plekha4/Gja1/Sox8/Bmp4",14
"GO:0050678","BP","GO:0050678","regulation of epithelial cell proliferation","32/1031","372/21306",0.00123974678941632,0.0241437477480788,0.0194371747253079,"Fgf2/Mef2c/Tgfa/Stat1/Stat3/Vash2/Nupr1/F3/Cnmd/Etv4/B2m/Hmox1/Cdh1/Apoh/Jcad/Marveld3/Htra1/Hey1/Col4a3/Zfp36/Bmp2/Sfrp1/Cdc25a/Nr4a1/Gja1/Pgf/Ccnd2/Ccl2/Bmp4/Zfp36l1/Apoe/Sox2",32
"GO:0010631","BP","GO:0010631","epithelial cell migration","27/1031","296/21306",0.00124027686342441,0.0241437477480788,0.0194371747253079,"Fgf2/Plekhg5/Mef2c/Rhoj/Ptprr/Itga3/Kank2/Enpp2/Hmox1/Gadd45a/Arsb/Apoh/Jcad/Marveld3/Dnaja4/Dcn/Cd63/Ptgs2/Loxl2/Adamts9/Nr4a1/Anxa1/Ccbe1/Bmp4/Apoe/Epha2/Glipr2",27
"GO:0031100","BP","GO:0031100","animal organ regeneration","6/1031","26/21306",0.00126475050202901,0.0244377902558716,0.019673896698229,"Lifr/Ace/Cebpb/Hmox1/Apoh/Lif",6
"GO:0044342","BP","GO:0044342","type B pancreatic cell proliferation","6/1031","26/21306",0.00126475050202901,0.0244377902558716,0.019673896698229,"Igfbp5/Nupr1/Igfbp4/Sfrp1/Tcf19/Nr4a1",6
"GO:0043524","BP","GO:0043524","negative regulation of neuron apoptotic process","19/1031","181/21306",0.00127275894404086,0.0245017838046537,0.0197254153688989,"Mef2c/Wfs1/Bdnf/Unc5b/Cebpb/Grm7/Nr4a2/Slc30a10/Ptprz1/Ntrk1/Hmox1/Erbb3/Nos1/Tyro3/Mt1/Axl/Gabra5/Fzd9/Apoe",19
"GO:0008625","BP","GO:0008625","extrinsic apoptotic signaling pathway via death domain receptors","11/1031","78/21306",0.00128530593169268,0.024562055112237,0.0197739374106565,"Atf3/Bex3/Nol3/Icam1/Timp3/Psen2/Bag3/Trps1/Hmox1/Tnfrsf22/Sfrp1",11
"GO:0060563","BP","GO:0060563","neuroepithelial cell differentiation","11/1031","78/21306",0.00128530593169268,0.024562055112237,0.0197739374106565,"Fgf2/Triobp/Mycn/Dlx3/Sox4/Cebpb/Dll1/Hey1/Mycl/Bmp2/Slc9a3r1",11
"GO:0048864","BP","GO:0048864","stem cell development","12/1031","90/21306",0.00130163608980993,0.0247833411698482,0.0199520860481814,"Fgf2/Bmp7/Kitl/Sema4g/Anxa6/Sema5b/Sema6c/Sema3d/Wnt7b/Sox8/Bmp4/Sema6a",12
"GO:0001776","BP","GO:0001776","leukocyte homeostasis","14/1031","115/21306",0.00132508787149223,0.0250027307463131,0.0201287079038749,"Kitl/Mef2c/Spns2/Cfh/Mif/Jak3/Cd44/Slc7a11/Gpr183/Cd74/Ccl2/Anxa1/Slc40a1/Axl",14
"GO:0000188","BP","GO:0000188","inactivation of MAPK activity","5/1031","18/21306",0.00132753621175556,0.0250027307463131,0.0201287079038749,"Dusp3/Spred2/Dusp4/Spred3/Dusp6",5
"GO:0021756","BP","GO:0021756","striatum development","5/1031","18/21306",0.00132753621175556,0.0250027307463131,0.0201287079038749,"Drd1/Inhba/Slc7a11/Rarb/Zswim6",5
"GO:0000768","BP","GO:0000768","syncytium formation by plasma membrane fusion","10/1031","67/21306",0.00135828580351105,0.0253291647398579,0.020391506978609,"Cacna1s/Sh3pxd2a/Stat1/Vash2/Cd44/Cxcl10/Ehd2/Rapgef3/Ntn3/Il4ra",10
"GO:0140253","BP","GO:0140253","cell-cell fusion","10/1031","67/21306",0.00135828580351105,0.0253291647398579,0.020391506978609,"Cacna1s/Sh3pxd2a/Stat1/Vash2/Cd44/Cxcl10/Ehd2/Rapgef3/Ntn3/Il4ra",10
"GO:0001867","BP","GO:0001867","complement activation, lectin pathway","4/1031","11/21306",0.00136825011068715,0.0253291647398579,0.020391506978609,"A2m/Masp1/Serping1/Mfap4",4
"GO:0090132","BP","GO:0090132","epithelium migration","27/1031","298/21306",0.00136887371345073,0.0253291647398579,0.020391506978609,"Fgf2/Plekhg5/Mef2c/Rhoj/Ptprr/Itga3/Kank2/Enpp2/Hmox1/Gadd45a/Arsb/Apoh/Jcad/Marveld3/Dnaja4/Dcn/Cd63/Ptgs2/Loxl2/Adamts9/Nr4a1/Anxa1/Ccbe1/Bmp4/Apoe/Epha2/Glipr2",27
"GO:0045620","BP","GO:0045620","negative regulation of lymphocyte differentiation","9/1031","56/21306",0.00136914403999232,0.0253291647398579,0.020391506978609,"Irf1/Dtx1/Jak3/Cd44/Sfrp1/Cd74/Anxa1/Bmp4/Il4ra",9
"GO:0035264","BP","GO:0035264","multicellular organism growth","21/1031","211/21306",0.00143437455108447,0.0263551604356224,0.0212174954628357,"Pde4d/Adrb1/Ncoa3/Slc25a25/Csf1/Pls1/Pkdcc/Stat3/Rarg/Stk40/Ccm2/Socs2/Lncpint/Stc2/Sh3pxd2b/Ezr/Rarb/Npy1r/Rpl29/Zfp36l1/Pmp22",21
"GO:0072091","BP","GO:0072091","regulation of stem cell proliferation","12/1031","91/21306",0.00143470683605841,0.0263551604356224,0.0212174954628357,"Kitl/Ncoa3/Ace/Bdnf/Nf2/Dct/Pim1/Eif2ak2/Gja1/Bmp4/Zfp36l1/Sox2",12
"GO:0018958","BP","GO:0018958","phenol-containing compound metabolic process","14/1031","116/21306",0.00144137324008508,0.0263847164685049,0.0212412898538855,"Pnkd/Drd4/Dct/Tyrp1/Drd1/Nr4a2/Slco4a1/Slc7a11/Pmel/Crym/Slc16a10/Dbh/Tyr/Oca2",14
"GO:0002475","BP","GO:0002475","antigen processing and presentation via MHC class Ib","7/1031","36/21306",0.0014811686306672,0.0267596798058633,0.0215431579805685,"H2-Q6/H2-Q4/H2-D1/H2-K1/B2m/H2-Q7/H2-M5",7
"GO:0070306","BP","GO:0070306","lens fiber cell differentiation","7/1031","36/21306",0.0014811686306672,0.0267596798058633,0.0215431579805685,"Fgf2/Nf2/Spred2/Spred3/Maf/Vim/Epha2",7
"GO:0019228","BP","GO:0019228","neuronal action potential","8/1031","46/21306",0.00148237444199626,0.0267596798058633,0.0215431579805685,"Cacna1g/Scn4a/Myh14/Kcna2/Drd1/P2rx5/Kcnd2/Pmp22",8
"GO:1902667","BP","GO:1902667","regulation of axon guidance","8/1031","46/21306",0.00148237444199626,0.0267596798058633,0.0215431579805685,"Sema4g/Sema5b/Slit1/Sema6c/Dscam/Sema3d/Zswim6/Sema6a",8
"GO:0033673","BP","GO:0033673","negative regulation of kinase activity","22/1031","226/21306",0.00149097464881664,0.0268221198030221,0.0215934259483789,"Spry4/Bmp7/Dusp3/Midn/Nf2/Spred2/Dusp4/Ptprt/Spred3/Drd1/Psen2/Dusp6/Gadd45a/Ptprb/Taf7/Shb/Pycard/Sfrp1/Thy1/Bmp4/Ajuba/Apoe",22
