"","ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0034341","GO:0034341","response to interferon-gamma","10/509","136/21306",0.00161062699739323,0.0233358734717673,0.0179376465492639,"Stat1/Vim/Nmi/Ifitm3/Irgm1/Irf1/Ccl2/Parp14/Parp9/H2-Q7",10
"GO:0007548","GO:0007548","sex differentiation","17/509","315/21306",0.00161256718288413,0.0233358734717673,0.0179376465492639,"Ncoa3/Cebpb/Sox2/Ptx3/Ntrk1/Dhcr24/Axl/Lhb/Nupr1/Gja1/Kitl/Sfrp1/Icam1/Inhba/Lhfpl2/Dhh/Adamts1",17
"GO:0007178","GO:0007178","transmembrane receptor protein serine/threonine kinase signaling pathway","19/509","371/21306",0.00161786819993852,0.0233358734717673,0.0179376465492639,"Vim/Bmp2/Chrdl1/Ccn1/Nbl1/Htra1/Sfrp1/Trf/Ccl2/Wfikkn2/Itga3/Inhba/Hfe/Trps1/Foxh1/Fstl1/Dact2/Runx2/Onecut2",19
"GO:0050730","GO:0050730","regulation of peptidyl-tyrosine phosphorylation","15/509","261/21306",0.00161935519036621,0.0233358734717673,0.0179376465492639,"Cd44/Tgfa/Tnfrsf1a/Kitl/Sfrp1/Adra1a/Icam1/Lif/Nf2/Irf1/Socs3/Enpp2/Parp14/Parp9/Cd74",15
"GO:0001885","GO:0001885","endothelial cell development","7/509","72/21306",0.00164448216641697,0.0235420604876535,0.018096136858979,"F11r/Tnfrsf1a/Cnmd/Icam1/Ccm2/S1pr3/Wnt7b",7
"GO:0010633","GO:0010633","negative regulation of epithelial cell migration","7/509","72/21306",0.00164448216641697,0.0235420604876535,0.018096136858979,"Fgf2/Adamts9/Apoe/Dcn/Dnaja4/Apoh/Mef2c",7
"GO:0046597","GO:0046597","negative regulation of viral entry into host cell","4/509","22/21306",0.00167261408966292,0.0237108029909219,0.0182258445978013,"Ptx3/Nbn/Ifitm3/Trim25",4
"GO:0046697","GO:0046697","decidualization","4/509","22/21306",0.00167261408966292,0.0237108029909219,0.0182258445978013,"Ptgs2/Ptgis/Cdh1/Lif",4
"GO:1903975","GO:1903975","regulation of glial cell migration","4/509","22/21306",0.00167261408966292,0.0237108029909219,0.0182258445978013,"Vim/Csf1/Gpr183/Efemp1",4
"GO:0016055","GO:0016055","Wnt signaling pathway","21/509","430/21306",0.00169154455203207,0.0239013048391026,0.0183722781488651,"Fzd5/Frzb/Cd44/Bmp2/Sox2/Fgf2/Foxo1/Wls/Fzd9/Wnt16/Mitf/Apoe/Lgr5/Sfrp1/Cdh1/Ppp2r3a/Grb10/Shisa6/Itga3/Slc9a3r1/Wnt7b",21
"GO:0007215","GO:0007215","glutamate receptor signaling pathway","8/509","93/21306",0.00173200549511455,0.0242793946991729,0.0186629054648731,"Rph3a/Grid2ip/Grm7/Shisa6/Ccl2/Mef2c/Arc/Kalrn",8
"GO:0071774","GO:0071774","response to fibroblast growth factor","8/509","93/21306",0.00173200549511455,0.0242793946991729,0.0186629054648731,"Cd44/Fgf2/Zfp36/Ccn2/Sfrp1/Zfp36l1/Runx2/Flrt1",8
"GO:0006694","GO:0006694","steroid biosynthetic process","11/509","161/21306",0.00173503946494549,0.0242793946991729,0.0186629054648731,"Bmp2/Dhcr24/H6pd/Insig1/Igfbp7/Apoe/Msmo1/Sqle/Tspo/Dhh/Stard4",11
"GO:0035264","GO:0035264","multicellular organism growth","13/509","211/21306",0.00176231500541972,0.024582034947393,0.0188955367315245,"Ncoa3/Csf1/Lncpint/Socs2/Rarb/Pls1/Rpl29/Ccm2/Pmp22/Stat3/Zfp36l1/Rarg/Pkdcc",13
"GO:0198738","GO:0198738","cell-cell signaling by wnt","21/509","432/21306",0.00178909201839246,0.0248758097892779,0.0191213534032327,"Fzd5/Frzb/Cd44/Bmp2/Sox2/Fgf2/Foxo1/Wls/Fzd9/Wnt16/Mitf/Apoe/Lgr5/Sfrp1/Cdh1/Ppp2r3a/Grb10/Shisa6/Itga3/Slc9a3r1/Wnt7b",21
"GO:0030178","GO:0030178","negative regulation of Wnt signaling pathway","11/509","162/21306",0.00182243993244059,0.0252587853056734,0.0194157361893939,"Frzb/Bmp2/Sox2/Foxo1/Apoe/Sfrp1/Cdh1/Ppp2r3a/Grb10/Shisa6/Slc9a3r1",11
"GO:0043535","GO:0043535","regulation of blood vessel endothelial cell migration","8/509","94/21306",0.00185444611477652,0.0256207920365315,0.0196940008446442,"Ptgs2/Fgf2/Epha2/Apoe/Hmox1/Mef2c/Rhoj/Anxa1",8
"GO:0022409","GO:0022409","positive regulation of cell-cell adhesion","15/509","265/21306",0.00187806806116967,0.025635493945327,0.0197053017991121,"F11r/Cd44/L1cam/Sox2/Shb/Pdpn/Pycard/Jak3/Cdh1/Icam1/Irf1/Ccl2/Megf10/Cd74/Anxa1",15
"GO:0018958","GO:0018958","phenol-containing compound metabolic process","9/509","116/21306",0.00188103523597726,0.025635493945327,0.0197053017991121,"Slco4a1/Slc7a11/Tyrp1/Oca2/Tyr/Crym/Slc16a10/Pmel/Dct",9
"GO:0010565","GO:0010565","regulation of cellular ketone metabolic process","10/509","139/21306",0.00189499214158694,0.025635493945327,0.0197053017991121,"Dbi/Ptgs2/Bmp2/Slc7a11/H6pd/Insig1/Stard4/Cd74/Anxa1/Acsl5",10
"GO:0043542","GO:0043542","endothelial cell migration","13/509","213/21306",0.00191574224467292,0.025635493945327,0.0197053017991121,"Ptgs2/Fgf2/Epha2/Adamts9/Apoe/Dcn/Hmox1/Dnaja4/Apoh/Mef2c/Rhoj/Ccbe1/Anxa1",13
"GO:0002292","GO:0002292","T cell differentiation involved in immune response","7/509","74/21306",0.00192871836347559,0.025635493945327,0.0197053017991121,"Shb/Bcl3/Jak3/Gpr183/Irf1/Stat3/Anxa1",7
"GO:0055074","GO:0055074","calcium ion homeostasis","23/509","494/21306",0.00193308308520302,0.025635493945327,0.0197053017991121,"Mettl21c/Dbi/Atp1a2/Tgm2/Fgf2/Mcub/Gpr157/Wfs1/Cxcl10/Fzd9/Apoe/Adm/Gja1/Jak3/F2rl3/Nol3/Adra1a/Lpar6/Ccr9/Anxa6/Nmur2/Ccl2/Trpc7",23
"GO:0001867","GO:0001867","complement activation, lectin pathway","3/509","11/21306",0.00193837581002032,0.025635493945327,0.0197053017991121,"Serping1/A2m/Mfap4",3
"GO:1903365","GO:1903365","regulation of fear response","3/509","11/21306",0.00193837581002032,0.025635493945327,0.0197053017991121,"Apoe/Gja1/Mef2c",3
"GO:2000822","GO:2000822","regulation of behavioral fear response","3/509","11/21306",0.00193837581002032,0.025635493945327,0.0197053017991121,"Apoe/Gja1/Mef2c",3
"GO:2001280","GO:2001280","positive regulation of unsaturated fatty acid biosynthetic process","3/509","11/21306",0.00193837581002032,0.025635493945327,0.0197053017991121,"Ptgs2/Cd74/Anxa1",3
"GO:0010823","GO:0010823","negative regulation of mitochondrion organization","6/509","55/21306",0.00194196529600148,0.025635493945327,0.0197053017991121,"Oma1/Bag3/Nol3/Siah3/Tspo/Ier3",6
"GO:0045604","GO:0045604","regulation of epidermal cell differentiation","6/509","55/21306",0.00194196529600148,0.025635493945327,0.0197053017991121,"Klf7/Ncoa3/Zfp36/Grhl1/Zfp36l1/Maff",6
"GO:0006066","GO:0006066","alcohol metabolic process","17/509","321/21306",0.00196769905895373,0.025635493945327,0.0197053017991121,"Mogat1/Bmp2/Fgf2/Rpe65/Dhcr24/Dhrs3/H6pd/Insig1/Apoe/Msmo1/Ephx2/Ldlr/Rbp1/Pmp22/Sqle/Aldh1a1/Asah2",17
"GO:0032331","GO:0032331","negative regulation of chondrocyte differentiation","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Rflna/Rarb/Efemp1/Rarg",4
"GO:0032727","GO:0032727","positive regulation of interferon-alpha production","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Stat1/Ddx58/Zc3hav1/Tlr3",4
"GO:0036303","GO:0036303","lymph vessel morphogenesis","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Ptpn14/Epha2/Pdpn/Ccbe1",4
"GO:0042572","GO:0042572","retinol metabolic process","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Rpe65/Dhrs3/Rbp1/Aldh1a1",4
"GO:0101023","GO:0101023","vascular endothelial cell proliferation","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Col4a3/Fgf2/Stat3/Mef2c",4
"GO:1901626","GO:1901626","regulation of postsynaptic membrane organization","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Slc7a11/Fzd9/Apoe/Shisa6",4
"GO:1905562","GO:1905562","regulation of vascular endothelial cell proliferation","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Col4a3/Fgf2/Stat3/Mef2c",4
"GO:2000810","GO:2000810","regulation of bicellular tight junction assembly","4/509","23/21306",0.00198689392957121,0.025635493945327,0.0197053017991121,"Fzd5/F11r/Epha2/Gja1",4
"GO:0002286","GO:0002286","T cell activation involved in immune response","9/509","117/21306",0.00199574712214511,0.025635493945327,0.0197053017991121,"Shb/Bcl3/Jak3/Gpr183/Icam1/Irf1/Stat3/Cd74/Anxa1",9
"GO:0048265","GO:0048265","response to pain","5/509","38/21306",0.00199781732510272,0.025635493945327,0.0197053017991121,"Cacna1b/Ntrk1/Nmur2/Tspo/Kalrn",5
"GO:0006638","GO:0006638","neutral lipid metabolic process","10/509","140/21306",0.00199831357951159,0.025635493945327,0.0197053017991121,"Mogat1/Dbi/Insig1/Apobec1/Apoe/Ldlr/Apoh/Abca17/Scd1/Acsl5",10
"GO:0006631","GO:0006631","fatty acid metabolic process","20/509","407/21306",0.00200866347319772,0.025635493945327,0.0197053017991121,"Dbi/Ptgs2/Ptgis/Hadh/Bdh2/Tyrp1/Acot11/Pdpn/Insig1/Tnfrsf1a/Cyp4v3/Cryl1/Ephx2/Acsf2/Abhd3/Cd74/Anxa1/Asah2/Scd1/Acsl5",20
"GO:0030098","GO:0030098","lymphocyte differentiation","20/509","407/21306",0.00200866347319772,0.025635493945327,0.0197053017991121,"Fzd5/Cr2/Cd44/B2m/Ntrk1/Shb/Fzd9/Bcl3/Axl/Sfrp1/Jak3/Mmp14/Gpr183/Ccr9/Irf1/Stat3/Zfp36l1/Runx2/Cd74/Anxa1",20
"GO:0051057","GO:0051057","positive regulation of small GTPase mediated signal transduction","7/509","75/21306",0.00208438713348807,0.0265241310085967,0.0203883727615423,"F11r/Ntrk1/Csf1/Kitl/Prag1/F2rl3/Lpar6",7
"GO:0031589","GO:0031589","cell-substrate adhesion","18/509","351/21306",0.00209132244119411,0.0265347966882705,0.0203965711772745,"L1cam/Csf1/Ccn1/Pdpn/Antxr1/Adamts9/Axl/Ccn2/Sfrp1/Mmp14/Ajuba/Rpl29/Itga3/Nid1/Spock1/Enpp2/Itgb7/Onecut2",18
"GO:0002824","GO:0002824","positive regulation of adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains","10/509","141/21306",0.0021061302284446,0.0266449963784619,0.0204812786597213,"Arid5a/Fzd5/B2m/Irf1/H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7/Anxa1",10
"GO:0046545","GO:0046545","development of primary female sexual characteristics","9/509","118/21306",0.00211597268617648,0.0266919221166378,0.020517349188921,"Cebpb/Ptx3/Lhb/Nupr1/Kitl/Sfrp1/Inhba/Lhfpl2/Adamts1",9
"GO:0045620","GO:0045620","negative regulation of lymphocyte differentiation","6/509","56/21306",0.00213191127061197,0.0268152539008765,0.0206121509522508,"Cd44/Sfrp1/Jak3/Irf1/Cd74/Anxa1",6
"GO:0010631","GO:0010631","epithelial cell migration","16/509","296/21306",0.0021500615310204,0.026965613207495,0.0207277280314965,"Ptgs2/Fgf2/Epha2/Adamts9/Apoe/Dcn/Hmox1/Dnaja4/Itga3/Apoh/Mef2c/Arsb/Rhoj/Enpp2/Ccbe1/Anxa1",16
"GO:0070374","GO:0070374","positive regulation of ERK1 and ERK2 cascade","13/509","216/21306",0.00216642059376342,0.0270927081151104,0.0208254224046587,"Cd44/Bmp2/Fgf2/Apoe/Pycard/Akap12/Ccn2/Adra1a/Gpr183/Icam1/Ccl2/Cd74/Acta2",13
"GO:0007596","GO:0007596","blood coagulation","11/509","166/21306",0.00220867525538798,0.0275419905772163,0.0211707735232183,"Cfh/F11r/Serping1/Anxa5/Slc7a11/F3/Pdpn/Apoe/Axl/F2rl3/Apoh",11
"GO:0090049","GO:0090049","regulation of cell migration involved in sprouting angiogenesis","5/509","39/21306",0.0022472862799835,0.0279433996871091,0.0214793257076318,"Ptgs2/Fgf2/Hmox1/Rhoj/Anxa1",5
"GO:0090132","GO:0090132","epithelium migration","16/509","298/21306",0.00229985974264412,0.0285156398860035,0.0219191910694947,"Ptgs2/Fgf2/Epha2/Adamts9/Apoe/Dcn/Hmox1/Dnaja4/Itga3/Apoh/Mef2c/Arsb/Rhoj/Enpp2/Ccbe1/Anxa1",16
"GO:0031098","GO:0031098","stress-activated protein kinase signaling cascade","15/509","271/21306",0.00233011925587875,0.0288087471635918,0.0221444946028189,"Fzd5/Bmp2/Foxo1/Wnt16/Zfp36/Pycard/Map3k5/Ccn2/Sfrp1/Tlr3/Cryab/Trf/Zfp36l1/Wnt7b/Eif2ak2",15
"GO:0035455","GO:0035455","response to interferon-alpha","4/509","24/21306",0.00233973997997089,0.0288457461553351,0.0221729347140226,"Axl/Ifitm3/Eif2ak2/Ifit1",4
"GO:0030282","GO:0030282","bone mineralization","9/509","120/21306",0.00237371404965809,0.0291819309155707,0.0224313507279614,"Ptgs2/Ddr2/Bmp2/Ccn1/Rflna/Fzd9/Gja1/Mef2c/Pkdcc",9
"GO:0007599","GO:0007599","hemostasis","11/509","168/21306",0.00242530529835479,0.0297321934040564,0.0228543224260089,"Cfh/F11r/Serping1/Anxa5/Slc7a11/F3/Pdpn/Apoe/Axl/F2rl3/Apoh",11
"GO:0032103","GO:0032103","positive regulation of response to external stimulus","20/509","414/21306",0.00244496372508558,0.029888994751608,0.022974851325612,"Ptgs2/Tgm2/Cebpb/Fgf2/Ctss/Csf1/Cxcl10/Zc3hav1/Tnfrsf1a/Nupr1/Pycard/Tlr3/Ldlr/Irgm1/Ccl2/Stat3/Apoh/Parp9/Cd74/Il33",20
"GO:0090130","GO:0090130","tissue migration","16/509","300/21306",0.00245825387612003,0.029967285346987,0.023035031161166,"Ptgs2/Fgf2/Epha2/Adamts9/Apoe/Dcn/Hmox1/Dnaja4/Itga3/Apoh/Mef2c/Arsb/Rhoj/Enpp2/Ccbe1/Anxa1",16
"GO:0010872","GO:0010872","regulation of cholesterol esterification","3/509","12/21306",0.00253889790022005,0.0302798381085551,0.0232752819052312,"Apoe/Stard4/Scd1",3
"GO:0014745","GO:0014745","negative regulation of muscle adaptation","3/509","12/21306",0.00253889790022005,0.0302798381085551,0.0232752819052312,"Igfbp5/Foxo1/Nol3",3
"GO:0031392","GO:0031392","regulation of prostaglandin biosynthetic process","3/509","12/21306",0.00253889790022005,0.0302798381085551,0.0232752819052312,"Ptgs2/Cd74/Anxa1",3
"GO:0038063","GO:0038063","collagen-activated tyrosine kinase receptor signaling pathway","3/509","12/21306",0.00253889790022005,0.0302798381085551,0.0232752819052312,"Col4a3/Ddr2/Col4a1",3
"GO:0045625","GO:0045625","regulation of T-helper 1 cell differentiation","3/509","12/21306",0.00253889790022005,0.0302798381085551,0.0232752819052312,"Jak3/Irf1/Anxa1",3
"GO:0097113","GO:0097113","AMPA glutamate receptor clustering","3/509","12/21306",0.00253889790022005,0.0302798381085551,0.0232752819052312,"Slc7a11/Apoe/Shisa6",3
"GO:0050817","GO:0050817","coagulation","11/509","169/21306",0.00253989358770681,0.0302798381085551,0.0232752819052312,"Cfh/F11r/Serping1/Anxa5/Slc7a11/F3/Pdpn/Apoe/Axl/F2rl3/Apoh",11
"GO:0002573","GO:0002573","myeloid leukocyte differentiation","13/509","220/21306",0.00254204611549836,0.0302798381085551,0.0232752819052312,"Cebpb/Csf1/Epha2/Mitf/Kitl/Sfrp1/Gpr183/Rbp1/Trf/Lif/Mef2c/Zfp36l1/Cd74",13
"GO:0003170","GO:0003170","heart valve development","6/509","58/21306",0.00255346980373155,0.0302798381085551,0.0232752819052312,"Bmp2/Ccn1/Adamts9/Tnfrsf1a/Slit3/Mef2c",6
"GO:0010656","GO:0010656","negative regulation of muscle cell apoptotic process","6/509","58/21306",0.00255346980373155,0.0302798381085551,0.0232752819052312,"Nupr1/Bag3/Hmox1/Nol3/Apoh/Lifr",6
"GO:0001912","GO:0001912","positive regulation of leukocyte mediated cytotoxicity","7/509","78/21306",0.00261014668536945,0.0307841690372029,0.0236629472717276,"B2m/Ccl2/H2-K1/H2-D1/H2-Q4/H2-Q6/H2-Q7",7
"GO:0014855","GO:0014855","striated muscle cell proliferation","7/509","78/21306",0.00261014668536945,0.0307841690372029,0.0236629472717276,"Rxra/Fgf2/Gja1/Stat3/Mef2c/Pim1/Megf10",7
"GO:0031341","GO:0031341","regulation of cell killing","9/509","122/21306",0.00265578740372531,0.0312378021108447,0.0240116425861708,"Cfh/B2m/Ccl2/H2-K1/Tap1/H2-D1/H2-Q4/H2-Q6/H2-Q7",9
"GO:0032755","GO:0032755","positive regulation of interleukin-6 production","8/509","100/21306",0.00273939528217666,0.0321343619084443,0.0247008035374022,"Arid5a/Ddx58/Pycard/Tlr3/Stat3/Zbtb20/Cd74/Il33",8
"GO:0030111","GO:0030111","regulation of Wnt signaling pathway","16/509","304/21306",0.00280233650548257,0.0327340011297542,0.0251617297770798,"Frzb/Bmp2/Sox2/Fgf2/Foxo1/Wls/Fzd9/Apoe/Lgr5/Sfrp1/Cdh1/Ppp2r3a/Grb10/Shisa6/Itga3/Slc9a3r1",16
"GO:0003158","GO:0003158","endothelium development","9/509","123/21306",0.00280643875078118,0.0327340011297542,0.0251617297770798,"F11r/Pdpn/Cxcl10/Tnfrsf1a/Cnmd/Icam1/Ccm2/S1pr3/Wnt7b",9
"GO:0042092","GO:0042092","type 2 immune response","5/509","41/21306",0.00281307822208825,0.0327340011297542,0.0251617297770798,"Bcl3/Irf1/Cd74/Anxa1/Il33",5
"GO:1903708","GO:1903708","positive regulation of hemopoiesis","13/509","223/21306",0.00285746212736121,0.0331618004754026,0.0254905674126426,"Stat1/Csf1/Shb/Axl/Kitl/Mmp14/Lif/Irf1/Stat3/Inhba/Zfp36l1/Cd74/Anxa1",13
"GO:0060041","GO:0060041","retina development in camera-type eye","11/509","172/21306",0.00291015710185468,0.0336432026168965,0.0258606080486883,"Cfh/Sox2/Rpe65/Slc4a5/Col4a1/Rarb/Mfrp/Lif/Sdk2/Rhoj/Rarg",11
"GO:0001910","GO:0001910","regulation of leukocyte mediated cytotoxicity","8/509","101/21306",0.00291440427081111,0.0336432026168965,0.0258606080486883,"B2m/Ccl2/H2-K1/Tap1/H2-D1/H2-Q4/H2-Q6/H2-Q7",8
"GO:0008202","GO:0008202","steroid metabolic process","16/509","307/21306",0.00308581689364998,0.0355277119607532,0.0273091787469218,"Bmp2/Dhcr24/H6pd/Insig1/Igfbp7/Apoe/Adm/Msmo1/Ephx2/Ldlr/Pmp22/Sqle/Tspo/Dhh/Stard4/Scd1",16
"GO:0099173","GO:0099173","postsynapse organization","12/509","199/21306",0.00310862705015533,0.0356958968925488,0.0274384578958301,"Ngef/Xlr3b/Slc7a11/Rph3a/Fzd9/Apoe/Abhd17c/Shisa6/Itga3/Arc/Kalrn/Gap43",12
"GO:0009268","GO:0009268","response to pH","5/509","42/21306",0.00313157337327409,0.0357238654999946,0.0274599565980512,"Insrr/Ctss/Gja1/Gja3/Arsb",5
"GO:0030501","GO:0030501","positive regulation of bone mineralization","5/509","42/21306",0.00313157337327409,0.0357238654999946,0.0274599565980512,"Bmp2/Ccn1/Fzd9/Mef2c/Pkdcc",5
"GO:0007613","GO:0007613","memory","10/509","149/21306",0.00314783490888584,0.0357238654999946,0.0274599565980512,"Ptgs2/Grm7/Ccnd2/Apoe/Ldlr/Itga3/Ppp1r1b/Arc/Kalrn/Rcan1",10
"GO:0050729","GO:0050729","positive regulation of inflammatory response","10/509","149/21306",0.00314783490888584,0.0357238654999946,0.0274599565980512,"Ptgs2/Tgm2/Cebpb/Ctss/Tnfrsf1a/Nupr1/Tlr3/Ldlr/Stat3/Il33",10
"GO:0044342","GO:0044342","type B pancreatic cell proliferation","4/509","26/21306",0.00317017577671882,0.0357238654999946,0.0274599565980512,"Igfbp5/Nupr1/Sfrp1/Tcf19",4
"GO:1902105","GO:1902105","regulation of leukocyte differentiation","16/509","308/21306",0.00318542006930768,0.0357238654999946,0.0274599565980512,"Cd44/Cebpb/Csf1/Shb/Mitf/Axl/Kitl/Sfrp1/Jak3/Mmp14/Rbp1/Lif/Irf1/Zfp36l1/Cd74/Anxa1",16
"GO:0045682","GO:0045682","regulation of epidermis development","7/509","81/21306",0.003232254116121,0.0357238654999946,0.0274599565980512,"Klf7/Ncoa3/Zfp36/Inhba/Grhl1/Zfp36l1/Maff",7
"GO:0001781","GO:0001781","neutrophil apoptotic process","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Cd44/Slc7a11/Anxa1",3
"GO:0002730","GO:0002730","regulation of dendritic cell cytokine production","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Ddx58/Tlr3/Jak3",3
"GO:0014841","GO:0014841","skeletal muscle satellite cell proliferation","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Fgf2/Stat3/Megf10",3
"GO:0043455","GO:0043455","regulation of secondary metabolic process","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Slc7a11/Tyrp1/Pmel",3
"GO:0048021","GO:0048021","regulation of melanin biosynthetic process","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Slc7a11/Tyrp1/Pmel",3
"GO:0051639","GO:0051639","actin filament network formation","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Pls3/Espn/Pls1",3
"GO:0072683","GO:0072683","T cell extravasation","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"F11r/Icam1/Ccl2",3
"GO:0097688","GO:0097688","glutamate receptor clustering","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Slc7a11/Apoe/Shisa6",3
"GO:1900376","GO:1900376","regulation of secondary metabolite biosynthetic process","3/509","13/21306",0.00324240047621734,0.0357238654999946,0.0274599565980512,"Slc7a11/Tyrp1/Pmel",3
"GO:0090287","GO:0090287","regulation of cellular response to growth factor stimulus","15/509","281/21306",0.00328230260038549,0.0359333932723322,0.0276210148557159,"Chrdl1/Fgf2/Ccn1/Nbl1/Htra1/Dcn/Sfrp1/Cnmd/Grb10/Wfikkn2/Itga3/Fstl1/Runx2/Onecut2/Ccbe1",15
"GO:0042698","GO:0042698","ovulation cycle","6/509","61/21306",0.00329923063668917,0.0359333932723322,0.0276210148557159,"Ptx3/Axl/Inhba/Enpp2/Adamts1/Anxa1",6
"GO:0048286","GO:0048286","lung alveolus development","6/509","61/21306",0.00329923063668917,0.0359333932723322,0.0276210148557159,"Igfbp5/Sox2/Slc7a11/Pdpn/Lif/Pkdcc",6
"GO:0031099","GO:0031099","regeneration","10/509","150/21306",0.00330270158753053,0.0359333932723322,0.0276210148557159,"Cebpb/Fzd9/Adm/Gja1/Hmox1/Lif/Apoh/Lifr/Gap43/Anxa1",10
"GO:0072006","GO:0072006","nephron development","10/509","150/21306",0.00330270158753053,0.0359333932723322,0.0276210148557159,"Col4a3/Cfh/Cd44/Bmp2/Fgf2/Lif/Itga3/Nid1/Mef2c/Wnt7b",10
"GO:0010959","GO:0010959","regulation of metal ion transport","20/509","427/21306",0.00346793972824955,0.0376226147382617,0.0289194731129537,"Mettl21c/Dbi/Ptgs2/Atp1a2/Cacna1b/B2m/Wfs1/Cxcl10/Gja1/Jak3/F2rl3/Nol3/Icam1/Atp1b3/Trf/Kcnj2/Slc9a3r1/Hfe/Tspo/Ahnak",20
"GO:0046636","GO:0046636","negative regulation of alpha-beta T cell activation","5/509","43/21306",0.00347525071801039,0.0376226147382617,0.0289194731129537,"Cd44/Jak3/Irf1/Hfe/Anxa1",5
"GO:0045661","GO:0045661","regulation of myoblast differentiation","6/509","62/21306",0.00358057032602834,0.0386666056051497,0.0297219602876271,"Cxcl10/Map3k5/Zfhx3/Mef2c/Zfp36l1/Mkx",6
"GO:0006925","GO:0006925","inflammatory cell apoptotic process","4/509","27/21306",0.00365217879961807,0.0390522902602896,0.0300184255145125,"Cd44/Slc7a11/Mef2c/Anxa1",4
"GO:0033688","GO:0033688","regulation of osteoblast proliferation","4/509","27/21306",0.00365217879961807,0.0390522902602896,0.0300184255145125,"Bmp2/Ccn1/Sfrp1/Eif2ak2",4
"GO:0071425","GO:0071425","hematopoietic stem cell proliferation","4/509","27/21306",0.00365217879961807,0.0390522902602896,0.0300184255145125,"Shb/Kitl/Pim1/Eif2ak2",4
"GO:1905809","GO:1905809","negative regulation of synapse organization","4/509","27/21306",0.00365217879961807,0.0390522902602896,0.0300184255145125,"Ngef/Fzd9/Apoe/Mdga1",4
"GO:0090090","GO:0090090","negative regulation of canonical Wnt signaling pathway","9/509","128/21306",0.0036639575288905,0.0390822136414987,0.0300414267977658,"Frzb/Sox2/Foxo1/Apoe/Sfrp1/Cdh1/Ppp2r3a/Shisa6/Slc9a3r1",9
"GO:1903901","GO:1903901","negative regulation of viral life cycle","7/509","83/21306",0.00370587871858864,0.0394327241645422,0.0303108546330581,"Ptx3/Nbn/Oasl2/Zc3hav1/Ifitm3/Trim25/Eif2ak2",7
"GO:1901652","GO:1901652","response to peptide","19/509","400/21306",0.00372354194357624,0.039524035459619,0.0303810431237107,"Stat1/Vim/Cacna1b/Anxa5/Foxo1/Rpe65/Insig1/Gja1/Egr2/Socs2/Icam1/Grb10/Irf1/Stat3/Socs3/Zfp36l1/Serpina3f/Serpina3n/Anxa1",19
"GO:0050691","GO:0050691","regulation of defense response to virus by host","5/509","44/21306",0.00384519527557622,0.0406172083478342,0.0312213351706214,"Stat1/Ddx58/Zc3hav1/Pycard/Parp9",5
"GO:1903672","GO:1903672","positive regulation of sprouting angiogenesis","5/509","44/21306",0.00384519527557622,0.0406172083478342,0.0312213351706214,"Ptgs2/Fgf2/Hmox1/Rhoj/Anxa1",5
"GO:0051384","GO:0051384","response to glucocorticoid","7/509","84/21306",0.00396159056916317,0.0416801552588404,0.0320383933370247,"Mettl21c/Rxra/Alpl/Zfp36/Aldh3a1/Zfp36l1/Anxa1",7
"GO:0045665","GO:0045665","negative regulation of neuron differentiation","14/509","259/21306",0.00396497800486212,0.0416801552588404,0.0320383933370247,"Ngef/Vim/B2m/Sox2/Nbn/Sema3d/Apoe/Prag1/Efemp1/Pmp22/Spock1/Sema5b/H2-K1/H2-D1",14
"GO:2001234","GO:2001234","negative regulation of apoptotic signaling pathway","13/509","232/21306",0.0040003053252166,0.0419501898201027,0.0322459615054873,"Ptgs2/Cd44/Eya2/Cth/Wfs1/Tnfrsf22/Eya4/Hmox1/Nol3/Icam1/Ier3/Cd74/Asah2",13
"GO:0002371","GO:0002371","dendritic cell cytokine production","3/509","14/21306",0.00405405520104934,0.0420077338927779,0.0322901940574807,"Ddx58/Tlr3/Jak3",3
"GO:0021984","GO:0021984","adenohypophysis development","3/509","14/21306",0.00405405520104934,0.0420077338927779,0.0322901940574807,"Bmp2/Sox2/Fgf2",3
"GO:0038065","GO:0038065","collagen-activated signaling pathway","3/509","14/21306",0.00405405520104934,0.0420077338927779,0.0322901940574807,"Col4a3/Ddr2/Col4a1",3
